comentario,cluster_final,categoria_tema,tema_cluster,sentimento_cluster
"Como micro empresa a carga tributária é altíssima. Hoje o Governo é meu sócio ganha mais que Eu. Tudo tem tributo, compra mercadoria fora do estado é tributado 16%, vende mercadoria 4 a 33% no simples nacional. Uma alíquota 1% é mais que justo. Além de toda essa tributação de compra/venda tem os tributos por gerar emprego. Não é fácil empreender no Brasil.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Bolsonaro 2022 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Pelo amor de Deus, PENSEM antes de votar e não botar outro ""mulinha"" na presidência. Obrigada",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Falam do governo Lula e corrupção..
Mais hoje quando vou ao mercado ou qualquer outro estabelecimento hoje sim vejo essa corrupção porque estou sendo roubado!!",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Vera Magalhães: bonoro nunca falou contra as vacinas de eficácia comprovada. Nunca, jamais. A única posição contra foi em relação as da covid justamente porque nos contratos delas, elas não assumem os riscos e ainda pediram sigilo de 60 anos sobre os efeitos adversos. Não sou rato de laboratório.",-1,,,
Os outros debates que iam ter foram cancelados. Supor que eles não querem ver o Lula apanhar mais do que já apanhou!,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Com ti nuo sendo Bolsonaro,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Admirável a postura d Bolsonaro, saiu no final sem mostrar q ia acabar em pizza. 🤣🤣🤣🤣 Ele tem meu voto",2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"3:34:08 a informação tirada famosamente do ku,  se fosse verdade teríamos 75.085 mulheres mortas por ano no Brasil, e o número real é 47.503 homicídios no último ano, isso entre homens e mulheres, oque essa patife fez foi uma grande fake News com certeza atacando o nosso presidente, me deixa incrédulo tentar acreditar nisso, uma vergonha nosso jornalismo.",-1,,,
"Nossa o Ceará é maravilhoso na fala do Ciro, será mesmo?",6,outros,Críticas a candidatos e alianças políticas,negativo
"Na época do pt minha mãe ganhava 80 reais, mal dava pra comprar no mercado. Só Deus sabe quanta fome passamos, quanta dificuldade.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Vocês só deixam o Bolsonaro de fora porque vocês band Globo são tudo lixo viva record sbt,3,outros,Qualidade e organização do debate presidencial,positivo
"""A cada 7 minutos uma mulher é vítima de feminicidio no Brasil"". Vamos às contas:
O dia tem 1440 minutos, ou seja, se a cada 7 minutos morre uma, morrem 205 mulheres por dia. Multiplicando 205 x 365 dias, temos um total de mais de 75 mil mulheres assassinadas por ano no Brasil, segundo a ""jornalista"". Só que nem o total de assassinatos do Brasil, somando homens e mulheres, por quaisquer causas, é menos de 70 mil... Ou seja: Fake News!",-1,,,
"ISSO SIM É CULTURA VEJAM PESSOAL PESQUISAM PROCURA SABER ..PT JÁ ERA ...
ESQUECE",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"2:07:09: lula: mano, deveriam ter cortado a cachaça desse pinguço ladrão kkkkkkkk hahahaha",1,outros,Reações e humor a momentos do debate presidencial,misto
"Eu quase completando 16 anos, venho assistir ao debate pra ver quem tem melhores propostas pra ter um direcionamento melhor em quem votar, só penso em uma coisa, perdi quase 4 horas da minha vida. Pqp, é um pior que o outro, já descartei as opções do bostil do presidiário lula e do jair genocida. Aí vou ver as outras opções, D'avilla já começa mostrando que é riquinho e nunca passou fome, mais um mamae caguei da vida, até parece ter boas idéias no papel, mas parece mais pra poder ser eleito do que realmente com preocupação pra mudar o Brasil, a Tebet só se preocupou em passar 3 hrs atacando o coveiro em vez de falar sobre política, o ciro parece querer realmente mudar o país e tmb tem um plano bom no papel, mas ao longo do que eu acompanho sobre política ele é mais preocupado com o poder do que com o Brasil em si, e Soraya é outra com o papo de fórmula mágica pra mudar o país, ""é só fazer papum pirulito e pão doce que o Brasil vai mudar"" KKKKKKKKKKKKKKKKKK Resumindo, saí mais indeciso de pra quem vai meu voto e com mais certeza de que eu e minha geração que vamos pagar as bostas que os governos dos dois bostis fizeram e pelo visto vão continuar fazendo. Mas valeu a pena ver o Lula sendo pisado por todos durante 3 horas.",6,outros,Críticas a candidatos e alianças políticas,negativo
"Lula: mentiu. A bancada do pt votou votou contra a redução do preço da gasolina, os governadores até aumentaram os impostos. O ladrão mentindo como sempre.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Para de enrolação e começa logo esse debate. Amanhã é dia de branco e de preto, todos nós acordamos cedo para trabalhar, diferente de vocês. Que chatice. A Globo não enrola assim.",3,outros,Qualidade e organização do debate presidencial,positivo
Fui assaltado em 1995. A imprensa está indignada porque o chefe do morro onde a moto e a pistola foram encontrados apareceu morto um tempo depois...,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Os 8 milhões de universitários do governo Lula estão tudo endividado pelo FIES e muitos sem Emprego,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Bolsonaro é ultra mongoloide. O resto ficou naquele discursinho meia-boca de político. Lula é o mais preparado e ponto final.,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"""Cê tava preso ""kkkkkkkkkkkkk",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Falam tanto de fome mas ninguém tira do salarinho ai deles, do auxilio carro, palitó etcs pra dar aos que passam nescessidades haha tá certinho Ciro kkkk..",6,outros,Críticas a candidatos e alianças políticas,negativo
bolsaro 22 primeiro turno,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
lula landrao e mentiroso como sempre kkkkkkkkkkkkkkkkk],5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
cara ciro e um verdadeiro pateta stand-up puro kkkkkkkkkkkkkkkkkkkkkk,6,outros,Críticas a candidatos e alianças políticas,negativo
Nunca vir tanto ladrão juntos!!!!,-1,,,
Esse lula é uma piada,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Péssimas perguntas...que jornalismo heim...,3,outros,Qualidade e organização do debate presidencial,positivo
Lula em 2022 👏👏👏,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
O cara do partido novo parece até que tá sendo financiado pelas grandes corporações que só querem liberdade do capital privado para escravizar nosso povo e explorar nossos recursos 🤔,-1,,,
Alguém sabe qual o colégio que não tem banheiro?,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
O Agro é phoda!,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Hahahahahaha 1:54:04 Simone- o estudante vai ganhar 5 mil ao se formar. Promessa incapaz de ser cumprida, tenta jogar com a inteligência dos estudantes para ganhar voto. Não dá pra levar a sério essa mulher. Saudade das mulheres que usam o cérebro como Ana Campagnolo.",-1,,,
Senti falta do Eymael,-1,,,
03:34:52 LEI MARIA DA PAZ? KAKAKAKAKAKAKAKAKAKAKAKAKAK,-1,,,
"O cara é chefe de estado. Aí em rede nacional desce a lenha gratuitamente nos chefes de estado de países vizinhos como Chile, Argentina, Colômbia, etc que são importantes para nós. Resultado disso é o isolamento que o Brasil se encontra no mundo. Aí quando tem um encontro internacional o cidadão fica andando pelos cantos e só consegue papo com os garçons, que por ossos do ofício têm que aguentar escutar suas groselhas (felizmente não devem entender nada, por não falarem português). Grande porcaria de lider.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Como é que é? ""Quando tomou posse em 2003 o Brasil estava quebrado?"" Lula mente q não sente! Esse sujeito é pancado mesmo. Lamentável!",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Importante o debate. A Band presta um bom serviço ao eleitor.,3,outros,Qualidade e organização do debate presidencial,positivo
O ex-presidiario ficou vermelho kkkkk,-1,,,
1:51:30- amiguinha da Simone: vamos cortar os impostos dos professores e o impacto será de apenas 10 bi... Ficou com medo de falar os Bilhões corretamente. Pqp,-1,,,
Bolsonaro !!!!!! Ebaaaaaaaaaa !!!!!!,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
Já 12 milhões de visualizações! Vê-se o interesse do eleitor.,-1,,,
"Por isso meu seletor de canais no meu Televisor esta sempre modulado na Bandeirantes, informações de alto calão,  Parabéns ao Grupo Bandeirantes.",3,outros,Qualidade e organização do debate presidencial,positivo
"Desemprego claro o povo nao sai da merda do celular o dia todo e fome logico o dinheiro do auxilio as mulheres fazem unha ou cabelo e os homens gastam tudo na droga e na cerveja e no mercado reclamam dos preços, ta ruim sim mas somos os maiores culpados politica nunca foi ou serå algo limpo pronto falei.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Nao estou falando para votar no bolsonaro, mas quando se elegeu ele, se sabia, quem tem o minimo de neuronios ativos, que o brasil nao ia sair da agua para o vinho em 4 anos, ainda teve uma pandemia, agora com as cartas na mesa, e temos mais de 2 cartas, o povo sonhar em reeleger o PT  eh algo incompreencivel, parece que os brasileiros tem a memoria de um chimpanzé ( para os menos intelectuais chimpanzé eh um animal com memoria curta cientificamente  comprovado) (hoje em dia tem que explicar tudo ne!!!!), pensem bem no dia da votacao, partido politico nao eh time de futebol e politico nao eh jogador, e nem item de estimacao, pensem bem!!!!!! o circo ta armado e vcs tao caindo igual patinho!!!!!",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"o Lula fica repetindo muitas palavras. para entrar na cabeça. essa técnica é ""nova""

1:53:53 .. recompensa? nunca tinha visto isso!!

2:30:18 .. ai.... senti um pouco de vergonha alheia. parece que ela não estava ""pronta"" para esse tipo de pergunta

3:45:24 .. oxi? o Jair pediu 3 x e foi negado, o Lula pediu 1 x e autorizaram? 3:48:34 .. VIU!! não deixam ele responder!!!",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
A melhor parte foi o Ciro falando para o Lula que ele não foi para Paris porque estava preso kkkkk,6,outros,Críticas a candidatos e alianças políticas,negativo
"Simone "" o rico não deve ter melhor condição em hospital privado que o pobre"". Saúde e ensino são caros. A privatização da gestão do sus teria solucionado boa parte dos desvios de verbas e materiais, melhorando a qualidade dos cuidados. Temos hospitais públicos privatizados que ja fazem isso. Culpe os partidos opositores por mentir para todos o que seria a privatização e aos burros que ficaram dizendo ""salve o sus"" sem sequer entender o que seria feito",-1,,,
"Surreal querer dar isenção de Imposto de Renda para professores (que vivem do Estado e não acrescentam nada na cadeia produtiva) e cobrar das faxineiras, dos porteiros, dos pedreiros... Incrível como esses políticos brasileiros não enxergam como o próprio Estado é a fonte de desigualdade com seus salários maravilhosos para funcionários públicos. Moro em Rio Verde Goiás e os professores daqui ganham de 8 mil a 17 mil por mês e a escola público é uma porcaria, porque o problema não é e nunca foi salário. Os problemas são pedagógicos, corporativismo, corrupção de membros das secretarias de educação, falta de gestão, falta de comprometimento, disciplina e infra-estrutura.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Esse debate foi um ""show de hipocrisia"" ...

Ali Baba Luladrão, Coronér Tiro Gomes, Simone Tablet, Soraya TraíraTronike, e FHC DaVilla não passam de hipócritas em suas propostas, argumentos, indagações e ataques ao atual ocupante do poder.

Na campanha, todos sabem o que é melhor para o Brasil... Porém, entretanto,  todavia... todos eles estão inseridos no cenário político e imbuídos de poder e voto como ex-presidente, deputados,  senadores, governador de Estado, cacique de partido, etc. e, excetuando o presidente Bolsonaro,  após cada eleição, nenhum deles lembrou-se do que o povo brasileiro deseja para o Brasil, do que eles diziam ser o melhor para o Brasil em suas campanhas  e  do que prometeram fazer pelo Brasil e pelos pagadores de impostos... pois anunciam soluções e as prometem apenas com o objetivo de enganar o eleitor, convencer o voto e tomar o poder de quem está lá e não é cúmplice dos vigaristas, mentirosos e ladrões que ocuparam o poder nas últimas décadas e sempre disseram conhecer as soluções e jamais as colocaram em prática. 

Ali, o Presidente Bolsonaro foi e é o único que é sincero com o povo brasileiro.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"em um país onde a real briga é ""votar no lula pro Bozo sair"" e ""votar no bozo pro lula não voltar"" chega a ser engraçado o povo falar sobre melhoria do país",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
